X_avg 	Y_series0	
0.0247197	-5.500000000252525e-05	
0.84472	553.6254799999999	
1.66472	1020.85193	
2.4847200000000003	1428.9282	
3.30472	1796.88469	
4.12472	2136.53879	
4.944719999999999	2452.3163	
5.7647200000000005	2745.1328	
6.58472	3009.1910000000007	
7.40472	3195.2496000000006	
8.22472	3366.9002999999993	
9.04472	3521.7125000000005	
9.86472	3664.0553999999997	
10.6847	3796.2468999999996	
11.5047	3918.9388999999996	
12.3247	4031.9385	
13.1447	4139.9469	
13.9647	4241.669500000001	
14.784699999999999	4338.0632000000005	
15.604700000000001	4431.2522	
16.4247	4522.448	
17.2447	4611.598499999999	
18.0647	4698.528000000001	
18.884700000000002	4782.853099999999	
19.7047	4862.288100000002	
20.5247	4932.6585000000005	
21.3447	5034.3027	
22.1647	5122.4339	
22.9847	5202.4744	
23.8047	5276.406800000001	
24.6247	5345.5156	
25.4447	5410.6467	
26.264699999999998	5472.468999999999	
27.084699999999998	5531.725300000002	
27.904700000000002	5589.1766	
28.7247	5644.716699999999	
29.5447	5698.2116	
30.364700000000003	5749.959200000001	
31.1847	5800.405900000002	
32.0047	5849.0704	
32.8247	5895.444600000001	
33.6447	5940.2151	
34.4647	5982.974200000001	
35.2847	6024.0234	
36.1047	6063.353700000001	
36.924699999999994	6100.864400000001	
37.7447	6136.420800000001	
38.5647	6169.893599999999	
39.3847	6201.1458999999995	
40.2047	6229.9178999999995	
41.024699999999996	6255.673700000001	
41.844699999999996	6277.8369999999995	
42.664699999999996	6294.3211	
43.484700000000004	6303.153600000001	
44.304700000000004	6309.801800000001	
45.1247	6311.4574	
45.9447	6303.8168000000005	
46.7647	6289.323200000001	
47.5847	6269.5539	
48.404700000000005	6247.4836000000005	
49.224700000000006	6223.430799999999	
50.0447	6197.679200000001	
50.8647	6170.336899999998	
51.6847	6141.6278	
52.5047	6111.8474	
53.3247	6081.2145	
54.1447	6049.8639	
54.9647	6017.996500000001	
55.7847	5978.7427	
56.6047	5932.900800000001	
57.4247	5898.89	
58.2447	5866.222400000001	
59.064699999999995	5833.821	
59.8847	5801.0826	
60.7047	5770.708700000001	
61.5247	5738.726999999999	
62.3447	5708.235000000001	
63.1647	5676.2225	
63.984700000000004	5646.3062	
64.80470000000001	5615.6416	
65.62469999999999	5586.1078	
66.4447	5556.7931	
67.26469999999999	5526.7133	
68.0847	5497.482300000001	
68.9047	5468.816699999999	
69.7247	5438.791900000001	
70.5447	5410.4648	
71.3647	5381.8054	
72.1847	5352.8296	
73.0047	5324.2462000000005	
73.82469999999999	5296.445	
74.6447	5268.5515	
75.4647	5240.5829	
76.2847	5212.450200000001	
77.1047	5185.605600000001	
77.9247	5159.052299999999	
78.7447	5132.513300000001	
79.5647	5106.1166	
80.38470000000001	5079.644200000002	
