X_avg 	Y_series0	
-0.0433136	2.999999999708791e-05	
1.08669	953.0997800000001	
2.21669	1727.95468	
3.3466899999999997	2371.38048	
4.4766900000000005	2919.54167	
5.60669	3378.41326	
6.73669	3764.6588300000003	
7.866690000000001	4096.3089199999995	
8.99669	4382.97838	
10.126700000000001	4631.09986	
11.2567	4849.9822	
12.386700000000001	5032.2235	
13.5167	5184.4182	
14.646700000000001	5312.608900000001	
15.776700000000002	5422.7437	
16.9067	5519.1416	
18.0367	5602.4416	
19.1667	5673.362800000001	
20.2967	5732.5124000000005	
21.4267	5779.6863	
22.5567	5814.8817	
23.686700000000002	5841.682999999999	
24.8167	5860.7767	
25.9467	5876.044200000001	
27.0767	5889.118600000001	
28.2067	5901.222900000001	
29.3367	5912.241300000001	
30.4667	5922.0193	
31.5967	5930.212300000001	
32.726699999999994	6000.0098	
33.856700000000004	6040.916700000001	
34.9867	6069.9497	
36.1167	6091.8161	
37.246700000000004	6108.6291	
38.3767	6121.4188	
39.5067	6131.1345	
40.6367	6138.3647	
41.7667	6143.549100000001	
42.8967	6146.9199	
44.026700000000005	6148.027999999999	
45.1567	6147.7752	
46.2867	6146.3640000000005	
47.4167	6144.1071	
48.5467	6141.0336	
49.6767	6137.2779	
50.806700000000006	6132.649399999999	
51.9367	6127.334999999999	
53.066700000000004	6121.527109999999	
54.1967	6115.217320000002	
55.3267	6108.713350000001	
56.4567	6101.82892	
57.5867	6094.20024	
58.716699999999996	6085.7623699999995	
59.846700000000006	6076.890550000001	
60.9767	6067.886740000001	
62.106700000000004	6060.458860000001	
63.236700000000006	6053.48312	
64.3667	6045.28867	
65.4967	6036.932560000001	
66.6267	6028.40694	
67.75670000000001	6020.44764	
68.88669999999999	6013.353839999999	
70.0167	6005.97211	
71.1467	5998.221680000001	
72.2767	5990.9695600000005	
73.4067	5983.69196	
74.5367	5976.23498	
75.6667	5969.34538	
76.7967	5962.785259999999	
77.9267	5955.61314	
79.05669999999999	5949.12881	
80.1867	5942.71684	
81.31670000000001	5936.82973	
82.44669999999999	5930.66849	
83.5767	5923.83635	
84.7067	5917.20575	
85.83670000000001	5909.86947	
86.96669999999999	5902.34196	
88.0967	5893.72482	
89.22670000000001	5884.4162700000015	
90.3567	5875.85536	
91.4867	5865.94645	
92.6167	5856.55083	
93.7467	5848.3609129999995	
94.8767	5841.7756500000005	
96.0067	5835.34654	
97.1367	5828.283770000001	
98.2667	5820.61136	
99.39670000000001	5810.05704	
100.527	5799.9552	
101.657	5788.42332	
102.787	5775.93935	
103.917	5762.867349999999	
105.047	5753.880630000001	
106.17699999999999	5745.50083	
107.307	5737.627399999999	
108.43700000000001	5731.547129999999	
109.567	5727.0926	
110.697	5723.14047	
111.827	5719.240609999999	
112.95700000000001	5714.04416	
114.08699999999999	5707.704660000001	
115.217	5702.56177	
116.34700000000001	5698.51955	
117.477	5695.48511	
118.607	5692.4044	
119.737	5689.647340000001	
120.867	5686.666080000001	
121.997	5683.79375	
123.127	5680.798970000002	
124.257	5677.271150000001	
125.387	5674.45428	
126.517	5671.54895	
127.647	5667.715249999999	
128.77700000000002	5664.39946	
129.90699999999998	5660.54252	
131.03699999999998	5656.661030000001	
132.167	5651.40322	
133.297	5646.13162	
134.427	5640.2013	
135.55700000000002	5633.824070000001	
136.687	5627.023160000001	
137.817	5620.58095	
138.94699999999997	5613.10115	
140.077	5607.0013	
141.207	5603.16089	
142.337	5600.11723	
143.467	5597.84487	
144.597	5595.69452	
145.727	5593.80747	
146.857	5591.42949	
147.987	5589.6667800000005	
149.117	5587.570659999999	
150.24699999999999	5585.211179999999	
151.377	5581.74906	
152.507	5580.350670000001	
153.637	5578.405040000001	
154.767	5577.47465	
155.89700000000002	5575.5533	
157.027	5574.20353	
158.15699999999998	5572.213580000001	
159.287	5570.8023	
160.417	5568.361259999999	
161.547	5567.130859999999	
162.677	5565.14127	
163.80700000000002	5563.963669999999	
164.937	5561.930759999999	
166.06699999999998	5560.79816	
167.197	5558.84722	
168.327	5557.8178800000005	
169.457	5556.04469	
170.587	5555.162689999999	
171.717	5553.26945	
172.847	5552.278780000001	
173.977	5550.28205	
175.107	5549.2784599999995	
176.237	5547.607530000001	
177.367	5546.595850000001	
178.49699999999999	5544.78592	
179.627	5543.86484	
180.757	5542.5212	
181.887	5541.3637	
183.01700000000002	5539.29284	
184.147	5538.474520000001	
185.277	5537.327039999999	
186.40699999999998	5535.95397	
187.537	5534.84353	
188.667	5533.53916	
189.797	5532.47148	
190.92700000000002	5531.2273700000005	
192.05700000000002	5530.08926	
193.187	5528.83933	
194.31699999999998	5527.6351700000005	
195.447	5526.53855	
196.577	5526.0513200000005	
197.707	5525.6841	
198.83700000000002	5521.99132	
199.967	5519.9315799999995	
201.097	5518.332130000001	
202.227	5516.977650000001	
203.357	5515.760039999999	
204.487	5514.63234	
205.617	5513.6085299999995	
206.74699999999999	5512.45353	
207.877	5511.3059299999995	
209.007	5510.188529999999	
210.137	5509.06354	
211.26700000000002	5507.9410800000005	
212.397	5505.355880000001	
213.527	5504.0644600000005	
214.65699999999998	5503.15794	
215.787	5502.424389999999	
216.917	5501.7726	
218.047	5501.23032	
219.17700000000002	5500.782340000001	
220.30700000000002	5500.389679999999	
221.43699999999998	5500.02456	
222.56699999999998	5499.6829	
223.697	5499.337990000001	
224.827	5498.9791399999995	
225.957	5499.01671	
227.08700000000002	5498.436	
228.217	5498.41147	
229.347	5497.90812	
230.47699999999998	5497.77653	
231.607	5497.40092	
232.737	5496.825860000001	
233.867	5496.22286	
234.997	5495.78524	
236.127	5495.21428	
237.257	5496.32466	
238.387	5497.29978	
239.517	5497.712799999999	
240.647	5497.23937	
241.777	5495.61857	
242.907	5493.621150000001	
244.037	5491.852540000001	
245.167	5490.34175	
246.297	5489.055819999999	
247.42700000000002	5487.898940000001	
248.557	5486.795450000001	
249.68699999999998	5485.67663	
250.817	5484.50958	
251.94699999999997	5483.21939	
253.077	5481.430410000001	
254.20700000000002	5479.685090000001	
255.337	5478.137270000001	
256.467	5476.393139999999	
257.59700000000004	5474.101949999999	
258.727	5471.62369	
259.857	5469.065489999999	
260.987	5466.21836	
262.11699999999996	5463.280999999999	
263.247	5460.073710000001	
264.37699999999995	5456.743200000001	
265.507	5453.429480000001	
266.637	5449.80915	
267.767	5445.274890000001	
268.897	5440.71115	
270.02700000000004	5435.5725	
271.157	5430.257320000001	
272.287	5424.72051	
273.41700000000003	5418.91833	
274.54699999999997	5413.12283	
275.677	5407.4094000000005	
276.807	5401.270600000001	
277.937	5395.45211	
279.067	5387.13485	
280.19699999999995	5377.78973	
281.327	5367.865270000001	
282.457	5357.770960000001	
283.587	5346.58935	
284.717	5334.532940000001	
285.84700000000004	5323.31012	
286.977	5311.67379	
288.107	5303.397009999999	
289.237	5298.20715	
290.36699999999996	5295.91815	
291.497	5296.5339300000005	
292.627	5299.47899	
293.757	5303.49776	
294.887	5307.42888	
296.017	5311.799489999999	
297.147	5315.24922	
298.277	5316.75029	
299.407	5327.111800000001	
300.537	5320.29553	
301.66700000000003	5309.29108	
302.79699999999997	5301.98567	
303.927	5296.507020000001	
305.057	5293.57566	
306.187	5290.79384	
307.317	5287.14108	
308.447	5283.485879999999	
309.577	5280.44092	
310.707	5277.670480000001	
311.837	5275.039900000001	
312.967	5272.49917	
314.09700000000004	5270.18201	
315.227	5267.8482300000005	
316.35699999999997	5265.67008	
317.487	5263.323350000001	
318.61699999999996	5260.21803	
319.747	5256.78236	
320.877	5253.16905	
322.007	5249.105530000001	
323.137	5244.88331	
324.26700000000005	5239.52088	
325.397	5233.5374600000005	
326.527	5227.716439999999	
327.657	5222.38498	
328.787	5216.16835	
329.91700000000003	5210.17501	
331.04699999999997	5203.88138	
332.177	5197.96156	
333.307	5192.013906	
334.437	5186.970589999999	
335.567	5182.502780000001	
336.697	5179.406170000001	
337.827	5176.79313	
338.957	5175.126120000001	
340.087	5174.22477	
341.217	5173.04609	
342.34700000000004	5172.903249999999	
343.477	5173.42253	
344.60699999999997	5168.081620000001	
345.737	5170.61425	
346.86699999999996	5173.76789	
347.997	5176.584969999999	
349.127	5181.2501600000005	
350.257	5186.274780000001	
351.387	5191.713459999999	
352.51700000000005	5197.49633	
353.647	5203.23467	
354.777	5208.26154	
355.907	5211.380230000001	
357.037	5204.261667000001	
358.16700000000003	5187.421737000001	
359.29699999999997	5167.417975	
360.427	5147.6843499999995	
361.557	5126.924009	
362.68699999999995	5103.6655279999995	
363.817	5074.121948999999	
364.947	5047.361161	
366.077	5026.814151	
367.207	5005.199523	
368.33700000000005	4985.376045	
369.467	4966.094415999999	
370.59700000000004	4944.259302	
371.727	4922.679136000001	
372.85699999999997	4901.299697	
373.987	4879.921559	
375.11699999999996	4858.702914	
376.247	4838.007122000001	
377.377	4817.313004000001	
378.507	4796.964910000001	
379.637	4777.511398	
380.767	4759.034821	
381.897	4740.535009	
383.027	4720.392908	
384.15700000000004	4701.376974000001	
385.287	4683.192056	
386.41700000000003	4665.930848	
387.54699999999997	4647.211094	
388.677	4630.610186999999	
389.807	4614.658284	
390.93699999999995	4599.913221000001	
392.067	4586.319389	
393.197	4574.053219	
394.327	4562.836677	
395.457	4550.418657999999	
396.58700000000005	4525.47335	
397.717	4501.460862999999	
398.847	4475.634579	
399.97700000000003	4451.43702	
401.10699999999997	4429.801907	
402.237	4410.906971	
403.36699999999996	4392.993200000001	
404.497	4366.684544	
405.627	4332.084005	
406.757	4307.738874000001	
407.887	4287.876577	
409.017	4270.75266	
410.147	4255.439982	
411.277	4241.51239	
412.40700000000004	4229.803244	
413.537	4219.858282	
414.66700000000003	4211.140676999999	
415.797	4203.162645	
416.92699999999996	4195.727508	
418.057	4188.372512000001	
419.18699999999995	4180.933969	
420.317	4172.992779	
421.447	4165.2459	
422.577	4158.150713000001	
423.707	4151.770555	
424.83700000000005	4145.7594899999995	
425.967	4140.330757	
427.097	4135.348052	
428.22700000000003	4131.348621	
429.35699999999997	4127.173964	
430.487	4123.020874	
431.61699999999996	4119.091850000001	
432.747	4115.254413000001	
433.877	4111.607314	
435.007	4108.1500510000005	
