X_avg 	Y_series0	
0.0247197	-5.500000000252525e-05	
0.52472	340.67327	
1.02472	666.11219	
1.52472	946.6450800000001	
2.02472	1205.9787199999998	
2.52472	1447.5473900000002	
3.02472	1674.5917000000002	
3.52472	1890.4799099999998	
4.02472	2096.4408599999997	
4.52472	2293.4136200000003	
5.02472	2481.8521299999998	
5.52472	2661.8106999999995	
6.02472	2833.2703	
6.52472	2994.8163999999997	
7.02472	3110.6549	
7.52472	3221.3442000000005	
8.02472	3326.539	
8.52472	3425.271	
9.02472	3518.0918	
9.52472	3606.2715999999996	
10.0247	3690.6910000000003	
10.5247	3771.1894999999995	
11.0247	3848.606599999999	
11.524700000000001	3921.8107	
12.0247	3991.3553	
12.5247	4058.7109000000005	
13.0247	4124.4153	
13.524700000000001	4188.1339	
14.0247	4248.8213	
14.5247	4307.975600000001	
15.024700000000001	4365.5675	
15.524700000000001	4422.2573999999995	
16.0247	4478.2141	
16.5247	4533.4375	
17.0247	4587.8975	
17.5247	4641.551600000001	
18.024700000000003	4694.350100000001	
18.524700000000003	4746.204600000001	
19.0247	4796.8806	
19.5247	4845.6438	
20.0247	4891.425400000001	
20.5247	4954.5018	
21.0247	5009.972	
21.5247	5060.6499	
22.024700000000003	5108.0584	
22.524700000000003	5152.982	
23.0247	5195.9385999999995	
23.5247	5237.2317	
24.0247	5277.088000000001	
24.5247	5315.6831	
25.0247	5353.1763999999985	
25.5247	5389.6728	
26.024700000000003	5425.2672999999995	
26.5247	5460.376900000001	
27.0247	5495.123699999999	
27.5247	5529.3496	
28.0247	5562.792700000001	
28.5247	5595.558100000001	
29.0247	5628.024600000001	
29.5247	5660.072900000001	
30.024700000000003	5691.7843	
30.5247	5722.6828000000005	
31.0247	5752.9202000000005	
31.524700000000003	5782.5498	
32.0247	5811.5945	
32.524699999999996	5840.0451	
33.024699999999996	5867.901400000001	
33.524699999999996	5895.153799999999	
34.024699999999996	5921.803599999999	
34.524699999999996	5947.8360999999995	
35.024699999999996	5973.2432	
35.5247	5998.032000000001	
36.0247	6022.1883	
36.5247	6045.7072	
37.0247	6068.536300000001	
37.5247	6090.654	
38.0247	6111.9642	
38.5247	6132.4035	
39.0247	6151.9121	
39.5247	6170.560799999999	
40.0247	6188.1098999999995	
40.524699999999996	6204.5446999999995	
41.024699999999996	6219.7993000000015	
41.524699999999996	6233.7391	
42.024699999999996	6245.6199	
42.524699999999996	6255.3726	
43.024699999999996	6261.6266000000005	
43.5247	6267.684300000002	
44.0247	6271.521000000001	
44.5247	6274.6696	
45.0247	6276.755900000001	
45.5247	6273.955299999999	
46.0247	6265.3742	
46.5247	6253.806100000001	
47.0247	6241.012500000002	
47.5247	6227.209800000001	
48.024699999999996	6212.5463	
48.524699999999996	6196.807400000001	
49.024699999999996	6180.155299999999	
49.524699999999996	6162.2349	
50.024699999999996	6143.8655	
50.524699999999996	6125.200600000001	
51.024699999999996	6106.246	
51.5247	6087.0567	
52.0247	6067.644499999999	
52.5247	6048.031300000001	
53.0247	6028.316599999999	
53.5247	6008.3194	
54.0247	5983.9461	
54.5247	5955.7157	
55.0247	5935.6316000000015	
55.5247	5915.9496	
